alcohol,density,volatile acidity,chlorides,residual sugar,quality
9.8,0.9982,0.39,0.118,1.8,6
10.7,1.0006,0.57,0.082,2.6,6
9.9,0.9979,0.685,0.067,1.9,5
12.3,0.9955,0.815,0.072,2.7,7
12.0,0.9986,0.49,0.093,3.0,6
10.0,0.9979,0.56,0.089,2.8,6
9.4,0.9994,0.785,0.093,2.6,6
9.9,1.0004,0.67,0.107,2.7,6
9.4,0.9994,0.795,0.096,2.6,6
9.3,0.9974,0.665,0.09,2.4,5
13.0,1.0018,0.53,0.12,4.8,5
11.9,0.9912,0.21,0.066,1.4,6
12.8,0.9955,0.75,0.078,2.4,6
11.0,1.0001,0.41,0.08,3.0,5
11.7,0.997,0.42,0.116,2.95,7
10.4,1.0,0.43,0.109,3.1,7
9.8,1.001,0.38,0.088,2.6,6
9.4,0.9973,0.7,0.099,2.0,5
9.9,0.9982,0.45,0.086,2.6,6
10.0,0.9992,0.58,0.072,2.5,5
10.2,0.9988,0.46,0.071,2.0,5
10.0,1.0022,0.615,0.083,5.8,7
11.8,0.9979,0.42,0.107,3.4,6
9.0,1.0,0.575,0.076,2.6,5
9.4,0.9998,0.34,0.159,2.8,5
12.0,0.9962,0.27,0.074,2.4,7
9.9,0.9975,0.765,0.063,2.3,5
8.7,0.9967,0.24,0.056,1.6,6
10.6,0.9967,0.28,0.067,1.8,6
9.2,0.9959,0.55,0.106,2.2,5
10.8,1.0014,0.41,0.089,3.8,6
11.8,0.9984,0.54,0.124,4.4,7
11.0,1.0003,0.45,0.078,3.0,6
13.3,0.9988,0.625,0.088,6.2,6
10.8,0.9979,0.42,0.094,2.5,6
9.4,0.9974,0.26,0.08,2.0,6
10.0,1.0014,0.415,0.085,2.9,6
9.2,0.998,0.51,0.087,2.1,5
9.7,0.9979,0.63,0.09,2.4,6
9.2,0.9981,0.54,0.088,2.0,6
9.6,0.9972,0.66,0.079,1.9,6
9.2,0.9981,0.46,0.088,1.9,6
10.0,0.9982,0.38,0.096,2.5,7
12.9,0.9924,0.85,0.045,1.4,8
9.5,0.998,0.37,0.082,2.0,5
9.1,0.997,0.665,0.112,2.0,5
9.9,0.9997,0.6,0.063,2.3,5
13.0,1.0004,0.37,0.066,4.2,7
9.9,0.9994,0.735,0.122,7.9,5
11.0,0.9988,0.59,0.087,2.6,6
9.4,0.9963,0.765,0.064,2.3,5
10.8,0.9949,0.26,0.059,1.7,6
10.5,1.0,0.48,0.085,2.6,6
10.5,0.9994,0.6,0.085,2.7,6
9.1,0.9974,0.69,0.075,2.7,5
10.1,0.9966,0.31,0.059,1.4,6
10.8,0.9981,0.44,0.063,2.5,6
10.8,0.9996,0.39,0.093,3.0,7
11.3,0.997,0.34,0.174,3.7,6
9.6,0.9981,0.46,0.07,4.5,4
9.5,0.9987,0.43,0.08,2.5,6
9.5,0.9987,0.45,0.08,2.4,5
9.3,0.9966,0.735,0.1,1.9,5
11.7,0.9986,0.4,0.097,6.7,7
9.5,0.9982,0.52,0.087,2.7,5
9.3,1.0014,0.725,0.117,6.6,5
11.7,0.997,0.48,0.111,2.2,6
10.5,0.9956,0.58,0.091,1.9,5
10.4,0.9996,0.38,0.121,2.0,6
9.9,0.9976,0.77,0.066,1.8,5
11.8,0.9972,0.56,0.089,2.4,7
12.3,0.9952,0.84,0.059,2.3,7
10.9,0.9955,0.96,0.047,2.0,5
11.0,0.9978,0.24,0.066,2.1,7
11.4,0.9949,0.67,0.045,2.1,6
10.6,0.9988,0.78,0.077,1.9,6
9.3,0.9978,0.52,0.07,1.3,5
10.4,0.9997,0.84,0.088,2.4,6
9.2,0.9974,0.55,0.074,2.2,5
12.8,0.9958,0.37,0.078,2.3,6
9.5,1.0004,0.39,0.091,2.3,5
9.9,0.9996,0.41,0.076,3.2,6
10.2,0.9958,0.67,0.06,2.0,6
11.2,0.9986,0.45,0.066,3.2,6
9.3,0.9951,0.62,0.062,1.5,5
9.8,0.9987,0.31,0.072,2.2,8
11.3,0.9988,0.4,0.068,2.15,6
11.2,1.0032,0.685,0.1,3.7,7
11.6,0.9963,0.44,0.077,2.7,7
12.5,0.9934,0.57,0.054,1.7,7
10.1,0.9986,0.735,0.079,2.1,6
10.5,0.9996,0.38,0.081,2.6,5
11.2,0.9968,0.48,0.127,2.1,5
10.2,0.9967,0.53,0.1,2.0,6
10.8,0.9994,0.39,0.095,2.8,6
9.1,0.9979,0.37,0.413,1.8,6
10.0,0.9968,0.56,0.084,1.7,6
11.2,0.9998,0.33,0.084,2.8,7
11.1,0.9952,0.23,0.063,1.6,5
13.4,0.9988,0.62,0.086,5.2,8
10.3,0.9986,0.59,0.095,2.3,5
9.6,0.9988,0.63,0.097,2.7,5
9.0,1.0008,0.58,0.074,2.2,3
11.3,0.9976,0.43,0.083,2.3,6
9.3,0.9982,0.615,0.087,2.6,5
11.8,0.997,0.26,0.085,2.55,5
9.0,0.9972,0.66,0.098,2.2,5
9.2,0.9987,0.315,0.084,2.1,6
9.7,1.0006,0.29,0.098,2.9,5
11.5,0.9982,0.5,0.069,2.0,6
14.0,0.9947,0.46,0.065,2.6,6
9.2,1.0,0.36,0.09,2.1,6
9.8,0.9952,0.82,0.07,1.2,5
10.6,0.9996,0.32,0.093,2.6,5
11.4,0.997,0.54,0.081,2.4,6
10.4,0.9995,0.37,0.083,2.6,6
10.6,0.9971,0.35,0.062,2.1,5
9.4,0.9982,0.28,0.08,1.7,6
10.2,0.9988,0.68,0.087,2.2,5
9.7,0.998,0.27,0.091,2.0,5
11.0,0.9977,0.24,0.075,1.8,6
10.1,0.9984,0.685,0.077,2.7,6
9.2,1.0026,0.28,0.069,15.5,5
11.7,0.9964,0.3,0.08,2.8,8
9.4,0.9986,0.36,0.152,2.2,5
9.4,0.9986,0.36,0.152,2.2,5
13.4,0.997,0.44,0.114,4.1,6
10.0,0.9976,0.67,0.054,1.9,5
10.0,0.9982,0.645,0.053,1.8,6
10.8,1.0002,0.32,0.081,2.8,7
10.2,0.9984,0.39,0.073,2.6,6
10.6,0.9984,0.775,0.078,2.8,6
13.3,0.9952,0.41,0.055,2.5,7
13.4,0.995,0.4,0.052,2.6,7
11.6,1.0002,0.69,0.086,3.0,6
12.1,0.9952,0.39,0.051,8.3,6
11.0,0.9972,0.35,0.07,2.6,8
9.0,0.9984,0.52,0.081,1.9,6
11.1,0.9966,0.34,0.09,2.5,5
12.0,0.999,0.44,0.074,6.55,7
10.9,0.9976,0.26,0.078,1.9,7
10.8,0.9976,0.24,0.077,1.8,7
12.5,0.9968,0.49,0.072,2.9,7
10.8,0.9976,0.24,0.075,1.8,7
9.5,1.0,0.67,0.084,2.3,6
10.2,0.9994,0.59,0.09,2.2,6
11.4,0.9986,0.29,0.084,2.8,7
9.5,0.9978,0.42,0.073,4.6,5
9.7,0.998,0.4,0.125,2.1,6
11.8,0.9973,0.51,0.107,2.4,7
9.3,1.001,0.655,0.122,6.1,5
11.9,1.001,0.6,0.1,4.3,6
8.4,0.9994,0.61,0.2,2.1,3
11.7,0.9972,0.21,0.088,2.8,6
11.0,0.9966,0.365,0.088,2.5,5
10.0,0.9982,0.25,0.088,2.7,6
9.1,0.998,0.41,0.088,2.0,5
9.8,0.9979,0.39,0.099,2.3,5
9.4,0.9978,0.4,0.085,2.5,5
9.5,0.9976,0.43,0.086,2.4,5
9.9,0.9998,0.64,0.105,2.8,5
11.4,0.9962,0.38,0.097,2.5,6
8.7,0.9988,0.42,0.084,2.6,6
9.4,0.9974,0.63,0.077,2.4,5
10.3,0.999,0.22,0.078,2.1,6
10.3,1.0004,0.38,0.098,2.7,5
12.8,0.9956,0.27,0.072,2.1,6
10.0,1.0,0.48,0.102,2.7,6
10.7,0.9972,0.825,0.084,2.1,6
12.0,1.0014,0.35,0.066,5.8,7
11.2,0.9996,0.5,0.1,5.15,5
9.6,0.9988,0.59,0.101,3.3,5
11.0,0.9988,0.46,0.064,6.3,6
9.9,0.9966,0.715,0.07,2.1,5
11.0,0.9993,0.66,0.085,2.5,6
8.4,1.0008,0.31,0.075,1.8,6
9.1,0.9982,0.47,0.094,2.6,5
9.5,0.9983,0.55,0.078,2.0,6
10.7,0.9987,0.31,0.067,2.5,6
10.4,0.9994,0.35,0.079,2.6,6
9.4,0.9975,0.53,0.171,1.9,6
9.5,0.9958,0.51,0.074,2.1,6
10.0,0.998,0.43,0.092,2.8,6
10.0,0.998,0.46,0.092,2.7,6
11.5,0.9934,1.04,0.05,1.6,5
11.1,1.00315,0.645,0.095,4.2,5
11.7,1.0002,0.53,0.118,4.6,6
11.1,1.00315,0.645,0.095,4.2,5
12.7,1.0021,0.47,0.085,4.3,6
11.4,0.9994,0.6,0.075,2.8,5
9.2,0.9978,0.44,0.078,2.4,5
9.2,0.9982,0.54,0.094,2.9,5
10.1,0.9971,0.29,0.092,2.7,6
9.0,0.9991,0.7,0.226,2.5,6
10.7,0.999,0.5,0.25,2.6,6
11.7,0.9946,0.36,0.095,2.2,6
11.0,1.0003,0.35,0.07,3.3,6
10.4,0.9978,0.24,0.075,2.4,5
9.6,0.9991,0.59,0.07,2.1,4
10.0,0.9992,0.34,0.078,3.2,6
10.2,0.9993,0.27,0.079,3.1,6
10.0,0.9978,0.5,0.103,2.3,4
9.5,0.9982,0.44,0.083,2.8,5
9.8,0.9982,0.47,0.085,2.9,5
9.8,0.9976,0.31,0.063,2.2,6
9.6,1.0002,0.5,0.089,2.2,5
9.2,1.0,0.49,0.083,2.2,5
9.9,0.9976,0.28,0.074,1.9,7
10.7,1.0002,0.33,0.093,3.4,7
9.6,0.998,0.51,0.091,2.4,6
10.6,0.9986,0.31,0.094,2.7,7
9.3,0.9967,0.73,0.108,1.9,5
14.0,0.9917,0.42,0.06,2.0,8
10.5,0.9976,0.29,0.059,2.6,7
9.7,0.9987,0.45,0.084,2.6,5
11.5,0.9922,0.39,0.07,1.7,6
9.0,1.0004,0.49,0.094,3.5,5
9.5,0.9978,0.72,0.096,2.6,5
9.3,0.9998,0.595,0.086,7.9,5
9.3,0.9994,0.4,0.059,2.0,6
10.0,0.998,0.58,0.071,1.9,6
9.8,0.9967,0.585,0.078,2.1,6
9.3,1.0,0.59,0.082,2.3,6
10.0,0.9962,0.915,0.088,2.1,4
9.0,1.0006,0.46,0.071,2.2,6
9.3,0.9975,0.835,0.081,2.6,5
9.1,0.9984,0.58,0.096,2.9,6
9.2,0.9984,0.6,0.085,2.6,6
12.2,0.9973,0.41,0.072,4.6,7
10.5,0.9982,0.48,0.092,3.3,6
10.4,1.0026,0.65,0.11,5.1,6
12.7,0.9956,0.36,0.075,3.2,6
9.2,0.9983,0.24,0.083,2.5,5
9.4,1.0006,0.38,0.081,2.7,5
10.0,0.9965,0.64,0.077,2.4,6
9.8,0.9962,0.39,0.058,1.5,5
10.2,0.9969,0.755,0.148,2.2,6
9.7,0.9997,0.6,0.079,2.3,5
9.8,0.9982,0.31,0.079,2.2,6
10.2,1.0006,0.46,0.122,2.7,5
9.3,0.9988,0.37,0.088,2.3,5
9.4,0.9976,0.54,0.076,3.4,5
9.4,0.9976,0.56,0.078,3.4,5
9.5,0.9974,0.58,0.08,1.9,5
12.1,0.9974,0.51,0.077,2.9,6
10.2,0.9997,0.69,0.124,5.6,5
9.1,0.9988,0.6,0.098,2.2,5
9.3,0.9976,0.54,0.097,2.5,6
9.3,0.9964,0.685,0.111,2.3,5
9.5,0.9988,0.28,0.105,2.7,5
10.5,0.9964,0.41,0.087,3.0,6
11.3,1.001,0.935,0.105,3.4,4
9.5,0.9964,0.35,0.073,1.9,5
9.7,0.9954,0.84,0.065,1.4,5
9.4,0.9979,0.88,0.086,2.4,5
9.4,0.9978,0.885,0.084,2.3,5
10.2,0.9964,0.915,0.143,2.2,7
10.3,0.997,0.29,0.067,1.9,6
9.4,0.9991,0.54,0.071,2.3,5
9.5,0.9992,0.59,0.071,2.3,5
10.1,0.9984,0.64,0.115,6.0,7
10.1,0.9972,0.67,0.107,3.6,5
11.0,0.9967,0.845,0.07,2.2,4
11.2,0.9964,0.48,0.066,2.8,7
11.3,0.9948,0.42,0.068,8.6,6
9.6,0.9986,0.43,0.106,2.2,5
11.2,1.001,0.88,0.104,2.5,5
14.9,0.9976,0.36,0.096,7.5,5
12.0,0.9976,0.33,0.079,2.8,6
9.5,0.9979,0.47,0.074,2.4,5
9.4,1.0004,0.55,0.087,2.9,5
10.5,0.998,0.5,0.073,1.4,7
9.6,0.9973,0.52,0.074,1.4,6
11.0,0.997,0.84,0.096,4.4,4
9.0,0.9978,0.42,0.08,1.6,5
9.6,0.9972,0.57,0.076,1.6,6
10.2,0.9974,0.28,0.05,1.8,6
10.2,1.0,0.4,0.092,2.0,5
9.7,0.9981,0.59,0.084,2.0,5
9.5,0.998,0.49,0.222,1.8,6
9.2,0.9988,0.34,0.082,2.0,6
11.0,0.9966,0.73,0.059,2.3,5
10.0,0.9959,0.4,0.083,2.5,5
9.5,0.9968,0.73,0.074,1.7,5
9.5,0.998,1.24,0.079,2.0,5
9.3,0.9984,0.4,0.084,2.2,6
10.2,0.9984,0.41,0.064,2.2,5
9.9,0.9979,0.8,0.084,2.3,5
10.0,0.9983,0.78,0.081,2.6,5
9.6,0.9972,0.26,0.06,3.3,5
9.0,1.0004,0.43,0.07,1.9,5
10.2,0.9962,0.45,0.094,2.2,6
9.8,0.998,0.46,0.078,2.25,5
11.3,0.997,0.78,0.059,2.6,5
9.4,0.998,0.98,0.078,2.3,5
9.1,0.997,0.65,0.07,1.8,5
9.7,0.9998,0.64,0.095,3.1,5
9.4,0.9962,0.66,0.039,1.6,5
9.4,0.9976,0.38,0.157,1.8,5
10.7,0.9966,1.185,0.097,4.25,3
9.8,0.9998,0.92,0.087,2.6,5
9.0,0.9979,0.49,0.422,2.0,5
9.4,0.9984,0.48,0.084,2.8,5
9.4,0.9984,0.47,0.084,2.7,5
12.8,0.9921,0.47,0.034,1.3,6
9.5,0.9972,0.65,0.066,2.1,6
9.7,1.0001,0.615,0.087,3.2,5
10.8,0.9986,0.38,0.071,2.1,6
10.1,0.9984,1.02,0.076,2.9,6
9.4,0.997,0.64,0.067,2.1,6
9.6,0.9972,0.38,0.073,2.6,4
9.7,0.998,0.765,0.078,1.6,4
9.9,0.999,1.035,0.073,6.0,5
10.0,0.9956,0.78,0.093,2.0,5
10.5,0.9966,0.49,0.077,3.0,5
11.6,0.996,0.545,0.068,2.5,6
10.0,0.9983,0.31,0.062,1.6,6
10.1,0.9985,1.025,0.08,2.8,5
9.5,0.9998,0.565,0.093,3.0,5
9.4,0.9992,0.69,0.084,3.2,5
9.4,0.9976,0.43,0.075,2.3,5
9.8,0.998,0.74,0.078,2.6,5
9.2,0.9967,0.49,0.069,2.7,6
10.0,0.9968,0.46,0.079,2.6,5
9.6,0.9976,0.56,0.082,2.0,5
9.5,0.9976,0.66,0.086,3.9,5
9.2,0.9982,0.48,0.094,2.85,5
10.0,0.9968,0.42,0.084,2.7,5
9.5,0.9965,0.31,0.053,2.2,5
11.2,0.9958,1.115,0.086,3.1,4
10.4,0.9976,0.66,0.077,3.0,5
11.1,0.9994,0.72,0.084,2.8,6
9.5,0.997,0.57,0.067,1.8,5
12.7,0.995,0.865,0.071,3.2,6
9.6,0.9982,0.55,0.387,2.3,5
11.5,0.9994,0.875,0.088,3.45,5
9.6,0.9966,0.835,0.092,2.1,5
9.5,0.998,0.45,0.082,2.7,5
9.3,0.9987,0.56,0.075,2.0,5
9.5,0.9963,0.965,0.112,2.1,5
9.3,1.0002,0.59,0.093,2.5,6
9.2,0.9983,0.46,0.092,2.8,5
9.3,0.999,0.69,0.088,2.4,5
11.5,0.9965,0.76,0.075,4.2,6
9.5,0.99788,0.53,0.078,2.6,5
9.2,0.9972,0.615,0.065,1.9,5
10.0,1.00024,0.41,0.096,2.8,5
9.5,1.0001,0.39,0.095,2.7,5
9.5,0.99768,0.51,0.07,2.1,6
9.0,0.9978,0.34,0.08,2.5,6
9.4,0.99782,0.33,0.083,2.6,5
9.6,0.99761,0.5,0.071,2.1,6
9.5,0.99803,0.65,0.089,2.9,5
9.4,0.99785,0.54,0.097,2.5,5
9.1,0.99656,0.48,0.415,1.7,6
10.7,0.99525,0.91,0.058,1.9,6
11.2,0.99488,0.98,0.057,2.0,6
9.8,0.99656,0.87,0.084,2.2,5
9.2,0.99823,0.42,0.092,2.5,5
9.7,0.99779,0.58,0.075,2.8,5
9.6,0.99738,0.655,0.096,2.0,5
10.0,0.99701,0.7,0.069,1.7,6
9.5,0.99888,0.68,0.093,2.8,6
9.5,0.99888,0.67,0.091,3.0,6
9.4,0.99738,0.59,0.089,2.9,5
9.5,0.99938,0.6,0.103,2.7,5
9.7,0.99744,0.59,0.082,2.3,6
9.6,0.99668,0.72,0.076,1.9,5
9.4,0.9978,0.685,0.082,2.4,5
9.4,0.99782,0.57,0.082,2.3,5
9.5,0.9973,0.4,0.157,1.8,6
9.5,0.99727,0.4,0.157,1.8,6
10.0,0.99586,1.0,0.102,3.0,5
10.3,0.99612,0.765,0.243,2.4,6
10.3,0.9961,0.635,0.241,2.4,6
10.5,0.99788,0.43,0.079,3.4,5
9.8,0.99745,0.52,0.076,2.6,5
9.4,0.99676,0.57,0.19,2.0,6
9.8,0.99732,0.46,0.114,2.4,5
10.0,0.99814,0.82,0.081,2.4,5
9.8,0.99746,0.59,0.077,2.5,5
9.5,0.9982,0.35,0.083,2.3,5
10.1,0.9991,0.56,0.079,2.2,6
9.3,0.998,0.63,0.099,2.9,5
9.7,0.99708,0.37,0.082,2.6,6
9.6,0.99818,0.64,0.084,2.9,5
9.7,0.99745,0.61,0.081,2.5,6
10.8,0.99639,0.6,0.055,2.6,5
12.5,0.99531,0.27,0.065,2.3,6
10.2,0.99786,0.89,0.132,2.6,5
9.6,0.99746,0.46,0.126,2.5,5
10.8,0.99526,0.37,0.038,1.6,7
10.7,0.9987,0.5,0.082,3.6,6
9.4,0.99641,0.61,0.082,4.0,5
10.0,0.99735,0.55,0.068,3.3,5
12.9,0.99264,0.585,0.044,1.7,7
9.6,0.9971,0.56,0.114,2.5,6
9.9,0.99682,0.52,0.084,2.7,6
12.8,0.99356,0.28,0.052,2.4,7
12.5,0.99386,0.25,0.041,2.0,7
9.2,0.99702,0.53,0.165,1.9,5
10.3,0.99693,0.48,0.07,2.8,6
10.5,0.99562,0.49,0.068,2.6,5
10.9,1.00012,0.5,0.072,2.8,6
10.8,0.99818,0.45,0.099,2.5,5
11.4,0.99462,0.39,0.102,2.1,4
11.3,0.99939,0.41,0.103,2.8,6
10.5,0.9984,0.51,0.081,3.2,6
11.9,0.99545,0.29,0.084,1.6,6
9.4,0.99632,0.715,0.071,2.35,5
9.6,0.99976,0.66,0.097,3.2,5
9.7,0.99606,0.685,0.099,1.9,5
14.0,0.99154,0.42,0.048,2.1,7
9.8,0.9973,0.54,0.076,2.0,5
10.3,0.99682,0.48,0.068,2.8,5
10.7,0.99624,0.46,0.076,2.8,5
11.0,0.9951,0.27,0.05,2.3,7
12.7,0.99417,0.57,0.065,2.3,8
11.1,0.99376,0.61,0.071,2.1,6
10.9,0.99632,0.685,0.058,2.5,4
9.9,0.99832,0.44,0.145,1.5,3
9.9,0.99836,0.47,0.147,1.6,4
9.4,0.99694,0.685,0.088,1.6,5
9.3,0.99655,0.665,0.066,1.5,5
11.2,0.99672,0.31,0.075,1.6,7
10.0,0.99647,0.5,0.092,2.2,5
12.1,0.99736,0.42,0.085,2.65,7
10.3,0.99629,0.66,0.115,3.0,5
10.9,0.99708,0.5,0.119,2.6,6
9.4,0.9963,0.685,0.088,2.0,5
10.6,0.9959,0.25,0.062,1.7,6
9.8,0.99689,0.64,0.081,1.8,5
9.9,0.9977,0.68,0.078,1.8,6
9.8,0.99689,0.63,0.08,1.6,5
9.5,0.99708,0.43,0.085,1.9,5
9.7,0.99801,0.42,0.08,2.5,5
10.9,0.99652,0.36,0.08,1.5,6
11.7,0.99538,0.735,0.071,2.5,7
11.3,0.99594,0.26,0.073,2.5,7
10.6,0.99686,0.28,0.054,1.7,7
11.2,0.99438,0.56,0.074,1.8,6
9.5,0.99746,0.62,0.077,2.7,5
11.5,0.99357,1.01,0.039,2.0,6
10.4,0.99628,0.42,0.067,2.7,5
9.7,0.99746,0.62,0.078,2.5,5
9.7,0.99748,0.635,0.077,2.6,5
11.3,0.99438,0.49,0.071,2.3,6
11.2,0.99438,0.51,0.072,2.0,6
10.9,0.99578,0.63,0.08,2.0,6
11.8,0.99371,0.715,0.064,2.1,6
10.6,0.99522,0.56,0.086,1.5,5
10.0,0.99576,0.35,0.067,2.0,4
11.1,0.99552,0.21,0.067,1.6,7
11.8,0.99664,0.38,0.104,2.1,7
11.8,0.99614,0.31,0.109,2.8,7
10.9,0.99517,0.47,0.067,2.2,4
10.0,0.99787,0.61,0.094,4.0,6
9.5,0.99745,0.6,0.076,2.5,5
9.9,0.99576,0.56,0.078,1.6,5
11.4,0.99533,0.715,0.068,2.1,6
12.0,0.99536,0.31,0.194,3.1,6
10.5,0.99824,0.75,0.086,2.5,5
10.4,0.99836,0.8,0.083,2.4,6
12.1,0.99577,0.52,0.066,2.6,7
11.2,0.99491,0.57,0.072,2.5,6
9.3,1.00289,0.9,0.112,6.6,5
10.1,0.99576,0.34,0.071,2.0,5
9.7,0.99743,0.66,0.078,2.3,5
9.3,0.99774,0.45,0.082,1.9,6
9.8,0.99745,0.63,0.08,2.2,6
10.7,0.9955,0.59,0.08,2.3,6
12.5,0.99444,0.31,0.078,2.4,7
11.0,0.99892,1.02,0.084,3.4,3
11.8,0.99562,0.31,0.056,2.6,5
10.8,0.99736,0.635,0.08,2.4,7
10.8,0.9962,0.59,0.06,6.0,7
9.5,0.998,0.58,0.081,3.0,5
11.0,0.9964,0.54,0.084,2.6,5
11.5,0.9948,0.56,0.079,2.2,6
10.8,0.99528,0.52,0.078,2.4,6
11.5,0.99331,0.305,0.059,1.2,6
13.2,0.99577,0.38,0.132,3.8,6
10.9,0.99901,0.28,0.114,9.0,6
12.2,0.99674,0.46,0.065,2.9,6
12.2,0.99639,0.395,0.094,4.6,7
11.9,0.99512,0.315,0.079,2.2,6
11.0,0.99395,0.715,0.161,1.5,5
10.1,0.99824,0.41,0.084,8.8,6
11.0,0.9964,0.36,0.081,2.2,6
11.8,0.99504,0.62,0.072,1.8,6
10.5,0.99786,0.41,0.091,2.3,5
11.2,0.99516,0.47,0.055,2.3,5
11.0,0.99604,0.22,0.064,1.9,7
10.2,0.99786,0.24,0.061,2.3,6
9.2,0.99736,0.67,0.093,2.2,4
12.0,0.99468,0.33,0.063,3.3,7
10.5,0.99746,0.61,0.08,1.9,5
9.8,0.99748,0.61,0.074,2.0,5
9.5,0.9971,0.4,0.078,1.9,6
11.8,0.99543,0.3,0.06,2.3,6
10.4,0.99791,0.63,0.071,1.4,4
12.9,0.99356,0.38,0.068,2.8,7
11.4,0.99425,0.46,0.073,1.6,5
12.4,0.99509,0.33,0.074,2.2,7
12.5,0.99484,0.27,0.082,5.0,7
10.0,0.99834,0.43,0.092,2.6,7
9.7,0.99864,0.5,0.094,2.3,7
12.1,0.99498,0.3,0.09,3.8,7
11.1,0.99566,0.44,0.071,2.0,7
12.0,0.99745,0.44,0.092,4.1,7
12.4,0.99408,0.28,0.093,2.1,7
11.9,0.99552,0.12,0.075,1.8,7
11.2,0.99536,0.31,0.058,2.2,7
12.1,0.99458,0.34,0.052,2.1,7
12.2,0.99538,0.43,0.082,2.7,6
10.4,0.99648,0.21,0.09,1.9,5
11.3,0.99568,0.36,0.111,2.1,6
11.1,0.99613,0.37,0.088,2.0,6
11.3,0.99519,0.57,0.12,2.3,7
10.0,0.99735,0.59,0.089,2.0,5
11.1,0.99518,0.47,0.058,1.9,6
9.3,0.99592,0.56,0.078,1.6,5
9.5,0.99654,0.57,0.115,2.1,5
11.2,0.99546,0.27,0.1,2.0,6
11.0,0.99554,0.34,0.065,2.4,6
11.9,0.99604,0.38,0.103,2.4,7
9.2,0.99733,0.66,0.097,2.1,5
12.2,0.9943,0.4,0.068,2.4,6
10.2,0.99669,0.56,0.079,2.9,5
10.9,0.99724,0.26,0.066,1.9,6
11.6,0.99643,0.38,0.104,2.4,7
10.7,0.99605,0.34,0.079,1.7,5
12.1,0.99658,0.33,0.073,5.9,7
9.4,0.997,0.41,0.083,2.1,5
9.1,0.99801,0.59,0.109,2.6,5
11.3,0.99416,0.4,0.061,3.6,7
10.4,0.9969,0.45,0.075,1.4,5
10.5,0.99774,0.5,0.065,1.9,6
10.0,0.99712,0.86,0.079,1.9,5
12.9,0.99418,0.52,0.07,2.1,6
11.3,0.99562,0.58,0.064,2.0,6
11.4,0.9947,0.34,0.066,1.4,7
9.4,0.99693,0.36,0.08,1.6,5
9.4,0.99596,0.39,0.097,1.7,5
10.9,0.99556,0.295,0.073,1.5,6
9.4,0.99694,0.34,0.082,2.0,5
9.4,0.99554,0.4,0.076,2.0,6
9.4,0.99918,0.35,0.092,2.5,5
10.1,0.99697,0.6,0.079,2.0,6
12.8,0.99378,0.66,0.087,2.2,7
9.1,0.99554,0.84,0.05,1.4,6
12.9,0.99162,0.69,0.055,1.65,6
11.5,0.99495,0.43,0.062,2.2,7
10.6,0.99676,0.35,0.058,1.5,7
11.7,0.99516,0.29,0.063,2.05,7
12.8,0.9928,0.36,0.067,1.8,7
10.3,0.99603,0.43,0.081,1.6,5
11.7,0.99516,0.3,0.064,2.0,7
12.0,0.99549,0.35,0.11,3.6,7
10.9,0.99722,0.5,0.116,2.8,5
12.3,0.99354,0.28,0.067,1.7,7
10.4,0.9957,0.32,0.088,2.0,6
10.0,0.99604,1.005,0.102,2.1,5
10.0,0.99635,0.71,0.092,1.6,6
11.2,0.99454,0.58,0.12,2.0,6
11.4,0.99598,0.39,0.075,2.2,6
12.6,0.99486,0.38,0.068,2.2,7
12.7,0.99007,0.18,0.049,0.9,6
10.4,0.99636,0.5,0.078,1.8,5
11.9,0.99642,0.36,0.123,2.4,6
10.5,0.99584,0.51,0.062,2.1,5
12.3,0.99506,0.32,0.098,2.3,6
10.5,0.99568,0.58,0.088,1.8,7
10.4,0.99822,0.83,0.095,2.8,6
12.6,0.99364,0.31,0.066,1.9,6
11.6,0.99378,0.795,0.065,2.2,5
10.1,0.99586,0.34,0.075,2.5,6
11.5,0.99488,0.59,0.091,2.1,7
11.0,0.99514,0.55,0.093,1.8,7
9.6,0.99854,0.82,0.095,4.1,5
10.4,0.99592,0.57,0.089,2.6,6
9.7,0.99739,0.745,0.077,2.5,6
10.6,0.99683,0.37,0.085,2.4,7
12.5,0.99356,0.31,0.082,2.5,7
9.2,0.99672,0.91,0.074,1.8,5
12.6,0.9953,0.41,0.078,6.2,7
11.1,0.99692,0.5,0.088,2.2,6
10.2,0.99756,0.965,0.088,2.2,5
9.8,0.99547,0.49,0.079,1.7,6
10.9,0.99859,0.39,0.069,8.9,7
12.2,0.99294,0.39,0.046,3.3,6
11.4,0.99438,0.44,0.07,1.4,6
10.7,0.99612,0.78,0.076,1.7,6
10.4,0.99634,0.43,0.082,1.8,5
10.9,0.99702,0.49,0.081,1.7,6
10.8,0.99704,0.5,0.084,1.8,6
9.2,0.99702,0.46,0.414,1.4,5
12.9,0.99258,0.605,0.073,2.4,5
12.7,0.99426,0.33,0.07,2.3,7
9.1,0.99747,0.64,0.095,2.0,6
12.1,0.99586,0.48,0.101,4.0,7
9.1,0.99784,0.42,0.104,3.9,5
11.6,0.9971,0.53,0.093,2.4,7
9.9,0.9981,0.23,0.074,1.8,6
12.5,0.99462,0.4,0.071,1.8,8
11.4,0.9956,0.38,0.098,1.9,6
11.8,0.99565,0.29,0.075,2.4,6
11.8,0.99418,0.74,0.067,2.0,6
10.2,0.9963,0.61,0.083,2.4,6
